"Marca temporal","¿En qué región vives actualmente?","¿Qué edad tienes?","¿Cuál es tu sexo?","¿Cuál es tu grado de instrucción?","¿Cuántos años de experiencia tienes en Desarrollo Web?","¿Cuál es tu situación laboral actual como desarrollador web? ","¿Estás en planilla?","¿Emites recibos por honorarios u otro comprobante de pago?","¿Estás en planilla?","¿Emites recibos por honorarios u otro comprobante de pago?","En tu trabajo actual ¿Tu función principal es desarrollo web?","¿Cuál es tu ingreso mensual bruto (antes de descuentos) en soles?","Si comparas tu sueldo bruto actual con tu sueldo bruto hace doce meses, dirías que:","Tu función principal en el desarrollo web es:","¿Qué sistema operativo usas principalmente como entorno de desarrollo?","¿Qué herramientas para desarrolladores (developer tools) de tu navegador utilizas?","¿Cuantos años de experiencia tienes con...? [.NET]","¿Cuantos años de experiencia tienes con...? [Go]","¿Cuantos años de experiencia tienes con...? [Java]","¿Cuantos años de experiencia tienes con...? [Node.js]","¿Cuantos años de experiencia tienes con...? [PHP]","¿Cuantos años de experiencia tienes con...? [Python]","¿Cuantos años de experiencia tienes con...? [Ruby]","¿Cuantos años de experiencia tienes con...? [Rust]","¿Qué frameworks backend cononces?","¿Qué frameworks backend utilizas?","¿Qué frameworks de JavaScript conoces?","¿Qué frameworks de JavaScript utilizas?","¿Con qué pre/post procesadores has trabajado?","¿Con qué herramientas de automatizacion has trabajado?","¿Con qué bases de datos relacionales has trabajado?","¿Con qué bases de datos no relacionales has trabajado?","¿Con qué plataformas Cloud has trabajado?","¿A través de qué medios aprendes sobre desarrollo web?","¿Para qué sistemas operativos móviles has desarrollado aplicaciones?","Si desarrollas webapps móviles ¿Qué frameworks has utilizado para su desarrollo?"
"2019/02/01 7:46:05 a. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de instituto","De 4 a 6 años","Trabajo como dependiente e independiente","Sí","Sí","","","Sí","De 2501 a 3500 soles","Es igual","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","Menos de 1 año","No conozco","De 1 a 3 años","De 1 a 3 años","De 4 a 6 años","Menos de 1 año","Menos de 1 año","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Express (Node.js)","Laravel (PHP);CodeIgniter (PHP)","jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;Vue.js","jQuery;jQuery UI","SASS;LESS;Stylus","Gulp;WebPack","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB","","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;Cursos de educación continua (fuera de planes de estudio superior)","Android","Ionic Framework"
"2019/02/01 9:12:19 a. m. GMT-5","Lima","31 - 40 años","Mujer","Graduado de universidad","Mayor a 10 años","Trabajo como independiente","","","","Sí","Sí","De 1501 a 2500 soles","Ha aumentado","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode","No conozco","No conozco","Menos de 1 año","Menos de 1 año","Más de 6 años","De 4 a 6 años","De 4 a 6 años","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Symfony (PHP);Express (Node.js)","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Symfony (PHP);Express (Node.js)","jQuery;jQuery UI;AngularJS;React;Vue.js","jQuery;jQuery UI;Vue.js","CoffeeScript","Grunt","MySQL;PostgreSQL;Oracle Database","MongoDB","Una nube privada (implementación a medida)","Documentación en la web;En grupos de amigos o compañeros de trabajos / Meetups;Seminarios Web / Webinars","Android","Reac Native"
"2019/02/01 9:15:33 a. m. GMT-5","Lima","41 - 50 años","Hombre","Graduado de universidad","De 6 a 10 años","Trabajo como independiente","","","","Sí","Sí","De 2501 a 3500 soles","Es igual","Frontend","Microsoft Windows","Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","De 1 a 3 años","No conozco","Menos de 1 año","No conozco","De 1 a 3 años","Menos de 1 año","No conozco","No conozco","Django (Python)","Django (Python)","jQuery","jQuery","SASS","Grunt","MySQL;PostgreSQL","MongoDB","Amazon Web Services;Microsoft Azure;IBM Cloud","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago","Android","Apache Cordova"
"2019/02/01 9:57:40 a. m. GMT-5","Puno","24 - 30 años","Mujer","Graduado de universidad","De 1 a 3 años","Trabajo como dependiente","","","No","","No","Menos de 1500 soles","Ha disminuido","Fullstack","Microsoft Windows","Canvas","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","De 4 a 6 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Zend Framework","Laravel (PHP);CodeIgniter (PHP)","jQuery","jQuery","Stylus","WebPack","MySQL;Microsoft SQL Server;PostgreSQL","MongoDB","Amazon Web Services;Una nube privada (implementación a medida)","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;Seminarios Web / Webinars","Android","Ionic Framework"
"2019/02/01 10:00:00 a. m. GMT-5","Lima","31 - 40 años","Hombre","Estudiante de universidad","De 6 a 10 años","Trabajo como dependiente e independiente","Sí","Sí","","","Sí","De 2501 a 3500 soles","Ha disminuido","Frontend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory","No conozco","No conozco","De 1 a 3 años","Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año","No conozco","Laravel (PHP);Ruby on Rails;Express (Node.js)","Laravel (PHP);Express (Node.js)","jQuery;jQuery UI","jQuery;jQuery UI","SASS;Pug","Gulp","MySQL","MongoDB","Una nube privada (implementación a medida)","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Comunidades locales de desarrollo;Cursos de educación continua (fuera de planes de estudio superior)","Webapps móviles (híbridas para cualquier plataforma)","Progressive Web Apps"
"2019/02/01 10:05:27 a. m. GMT-5","Lima","17 - 23 años","Hombre","Estudiante de universidad","De 4 a 6 años","Trabajo como dependiente e independiente","No","Sí","","","Sí","De 2501 a 3500 soles","Ha aumentado","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","De 1 a 3 años","No conozco","De 1 a 3 años","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Laravel (PHP);Express (Node.js)","Express (Node.js)","jQuery;AngularJS;React;D3.js;Vue.js","React","SASS;PostCSS","WebPack","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB","Amazon Web Services;Google Cloud Platform","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;En la universidad o instituto;Comunidades locales de desarrollo","Android;Webapps móviles (híbridas para cualquier plataforma)","Reac Native"
"2019/02/01 10:07:06 a. m. GMT-5","Lima","17 - 23 años","Hombre","Estudiante de universidad","De 1 a 3 años","Trabajo como dependiente","","","Sí","","Sí","De 2501 a 3500 soles","Ha aumentado","Backend","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de memoria / Profiles / Memory;Editor de sombreadores;Canvas;Audio web","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","De 1 a 3 años","De 1 a 3 años","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Zend Framework;Symfony (PHP);Spring Boot (Java);Flask (Python);Webpy (Python);Bottle (Python);Express (Node.js);Hapi (Node.js)","Laravel (PHP);Django (Python);Flask (Python);Webpy (Python)","AngularJS","","","WebPack","MySQL;PostgreSQL","MongoDB","Amazon Web Services;Google Cloud Platform;IBM Cloud","","Android;flutter","Ionic Framework;Progressive Web Apps;flutter "
"2019/02/01 10:12:36 a. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","De 1 a 3 años","Trabajo como dependiente","","","Sí","","No","De 4501 a 5500 soles","Ha aumentado","Backend","Microsoft Windows","Inspector / Elements / DOM Explorer","No conozco","No conozco","Más de 6 años","Menos de 1 año","De 4 a 6 años","Menos de 1 año","No conozco","No conozco","Spring Boot (Java);Flask (Python)","Spring Boot (Java);Flask (Python)","jQuery;jQuery UI;AngularJS;Kendo","jQuery;jQuery UI;AngularJS;Kendo","SASS;Stylus","","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","","Amazon Web Services;Microsoft Azure","Documentación en la web;Libros, revistas y otras publicaciones impresas;En la universidad o instituto","",""
"2019/02/01 10:15:57 a. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","De 4 a 6 años","Trabajo como dependiente e independiente","No","Sí","","","Sí","De 3501 a 4500 soles","Es igual","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer","No conozco","No conozco","Menos de 1 año","Menos de 1 año","De 4 a 6 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Flask (Python)","Laravel (PHP);CodeIgniter (PHP);Django (Python);Flask (Python)","jQuery;jQuery UI;AngularJS;Vue.js","jQuery;jQuery UI;AngularJS;Vue.js","SASS","Gulp","MySQL;Microsoft SQL Server;PostgreSQL","Redis;Apache Cassandra;CouchDB","Amazon Web Services;Google Cloud Platform","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En la universidad o instituto;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android","Ionic Framework;Phonegap"
"2019/02/01 10:17:17 a. m. GMT-5","Lima","24 - 30 años","Mujer","Estudiante de universidad","Mayor a 10 años","Trabajo como dependiente e independiente","No","Sí","","","Sí","De 1501 a 2500 soles","Ha aumentado","Frontend","GNU/Linux","Inspector / Elements / DOM Explorer;Editor de estilos / Sources / Resources;Canvas;Audio web;Accesibilidad","Menos de 1 año","No conozco","De 1 a 3 años","Menos de 1 año","De 1 a 3 años","De 1 a 3 años","Menos de 1 año","Menos de 1 año","Django (Python);Zend Framework;Hapi (Node.js)","Django (Python);Webpy (Python)","jQuery;React;Framework7;Webix","jQuery;Backbone.js","PostCSS","Grunt","MySQL","CouchDB","Una nube privada (implementación a medida)","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Seminarios Web / Webinars","Android","Phonegap"
"2019/02/01 10:17:41 a. m. GMT-5","Lima","17 - 23 años","Hombre","Estudiantes de instituto","Menos de 1 año","Trabajo como dependiente","","","Sí","","No","Menos de 1500 soles","Ha aumentado","Backend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","No conozco","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","Laravel (PHP);Django (Python)","Laravel (PHP)","jQuery;jQuery UI;AngularJS;React;Vue.js","jQuery","SASS;Pug","Gulp","MySQL;Microsoft SQL Server","MongoDB","Amazon Web Services;Microsoft Azure","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En la universidad o instituto","Android",""
"2019/02/01 10:30:59 a. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","Mayor a 10 años","Trabajo como dependiente e independiente","Sí","Sí","","","Sí","De 5501 a más","Es igual","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Editor de estilos / Sources / Resources;Canvas","No conozco","No conozco","De 1 a 3 años","No conozco","Más de 6 años","No conozco","No conozco","No conozco","CodeIgniter (PHP)","CodeIgniter (PHP)","jQuery;jQuery UI;Bootstrap","jQuery;jQuery UI","LESS","","MySQL;PostgreSQL;Oracle Database","","Una nube privada (implementación a medida)","Documentación en la web;Cursos de educación continua (fuera de planes de estudio superior)","Android",""
"2019/02/01 11:05:59 a. m. GMT-5","Lima","24 - 30 años","Hombre","Escolar","Mayor a 10 años","Trabajo como independiente","","","","Sí","No","De 1501 a 2500 soles","Es igual","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory;Canvas","No conozco","Menos de 1 año","Menos de 1 año","De 4 a 6 años","Más de 6 años","De 1 a 3 años","De 1 a 3 años","No conozco","Laravel (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Express (Node.js)","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Express (Node.js)","jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;Vue.js","jQuery;jQuery UI;AngularJS;React","SASS;LESS;Stylus","Grunt","MySQL;PostgreSQL","MongoDB;Redis","Amazon Web Services;Una nube privada (implementación a medida)","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Comunidades locales de desarrollo;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android;Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework;Reac Native"
"2019/02/01 11:23:18 a. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","De 6 a 10 años","Trabajo como independiente","","","","Sí","Sí","De 5501 a más","Ha aumentado","Fullstack","Mac","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","No conozco","Menos de 1 año","Menos de 1 año","De 1 a 3 años","Más de 6 años","Menos de 1 año","Menos de 1 año","Menos de 1 año","Laravel (PHP);CodeIgniter (PHP);Zend Framework;Express (Node.js);Loopback","Zend Framework;CakePHP","jQuery;jQuery UI;AngularJS;React;D3.js;Sencha","jQuery;jQuery UI;AngularJS;Vue.js;Sencha","SASS;LESS","Grunt;Gulp","MySQL","MongoDB","Amazon Web Services","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Seminarios Web / Webinars","Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework;Apache Cordova;Phonegap"
"2019/02/01 11:57:06 a. m. GMT-5","Junín","24 - 30 años","Hombre","Graduado de universidad","De 1 a 3 años","Trabajo como dependiente","","","Sí","","Sí","De 3501 a 4500 soles","Ha aumentado","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage","De 1 a 3 años","De 1 a 3 años","De 1 a 3 años","Menos de 1 año","Menos de 1 año","No conozco","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Spring Boot (Java);Express (Node.js);Echo Go","Laravel (PHP);Express (Node.js)","jQuery;jQuery UI;AngularJS;Backbone.js;D3.js;Vue.js","jQuery;AngularJS;D3.js;Vue.js","SASS","Gulp;WebPack","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB","Amazon Web Services;Google Cloud Platform","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;Libros, revistas y otras publicaciones impresas","Android;Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework;Phonegap"
"2019/02/01 1:45:13 p. m. GMT-5","Lima","17 - 23 años","Hombre","Estudiante de universidad","De 1 a 3 años","Trabajo como dependiente e independiente","No","Sí","","","Sí","Menos de 1500 soles","Ha aumentado","Backend","GNU/Linux","Depurador de JavaScript / Debugger","No conozco","No conozco","Menos de 1 año","De 1 a 3 años","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Laravel (PHP);Cuba (Ruby)","Laravel (PHP);Express (Node.js)","jQuery;AngularJS;React;Vue.js","jQuery;AngularJS;React;Vue.js","SASS","WebPack","MySQL;PostgreSQL","MongoDB","Amazon Web Services;IBM Cloud","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);En grupos de amigos o compañeros de trabajos / Meetups","Android;iOS","Ionic Framework"
"2019/02/01 3:36:32 p. m. GMT-5","Junín","17 - 23 años","Hombre","Graduado de universidad","Menos de 1 año","No trabajo actualmente","","","","","","","Es igual","Fullstack","Microsoft Windows","Consola","Menos de 1 año","No conozco","Menos de 1 año","De 1 a 3 años","De 1 a 3 años","Menos de 1 año","No conozco","No conozco","Express (Node.js)","Express (Node.js)","jQuery;AngularJS;React;Vue.js","jQuery","","WebPack","MySQL","MongoDB","Una nube privada (implementación a medida)","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Webapps móviles (híbridas para cualquier plataforma)","Apache Cordova"
"2019/02/01 5:43:17 p. m. GMT-5","Lima","24 - 30 años","Hombre","Escolar","De 4 a 6 años","Trabajo como dependiente","","","Sí","","Sí","De 4501 a 5500 soles","Ha aumentado","Fullstack","Mac","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","No conozco","No conozco","Menos de 1 año","De 1 a 3 años","Más de 6 años","Menos de 1 año","Menos de 1 año","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Ruby on Rails;Zend Framework;Symfony (PHP);Spring Boot (Java);Sinatra (Ruby);Express (Node.js)","Laravel (PHP);CodeIgniter (PHP);Ruby on Rails;Symfony (PHP);Express (Node.js)","jQuery;jQuery UI;AngularJS;Backbone.js;React;Ember.js;Dojo;Vue.js;Kendo","Vue.js","SASS;LESS;Pug;PostCSS","Grunt;Gulp;WebPack","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB;Redis","Amazon Web Services;Google Cloud Platform;Microsoft Azure","Documentación en la web;En grupos de amigos o compañeros de trabajos / Meetups","",""
"2019/02/01 5:44:00 p. m. GMT-5","Lima","31 - 40 años","Hombre","Maestría","De 1 a 3 años","Trabajo como independiente","","","","Sí","No","De 2501 a 3500 soles","Ha disminuido","Fullstack","Mac","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","De 1 a 3 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Symfony (PHP)","Laravel (PHP)","jQuery;jQuery UI;AngularJS;Vue.js","jQuery;jQuery UI;Vue.js","SASS","WebPack","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","","Amazon Web Services;Una nube privada (implementación a medida);Google Cloud Platform","Documentación en la web;En grupos de amigos o compañeros de trabajos / Meetups","",""
"2019/02/01 7:13:05 p. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","De 1 a 3 años","Trabajo como dependiente","","","Sí","","Sí","De 1501 a 2500 soles","Es igual","Fullstack","Mac","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Inspector de memoria / Profiles / Memory;Editor de sombreadores","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","De 1 a 3 años","No conozco","No conozco","No conozco","Laravel (PHP);Django (Python);Zend Framework;Symfony (PHP);Spring Boot (Java);Express (Node.js)","Laravel (PHP);Express (Node.js)","jQuery;jQuery UI;AngularJS;React;Ember.js;D3.js;Vue.js","React;Vue.js","SASS","WebPack;Laravel-mix","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB","Amazon Web Services;Heroku","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;En la universidad o instituto;Seminarios Web / Webinars","Android","Progressive Web Apps"
