#,"Región en la que vives actualmente","¿Cuántos años de experiencia tienes en Desarrollo Web?","Grado de instrucción",Edad,Género,"Situación laboral","Si eres trabajador dependiente, ¿estás en planilla?","Si eres trabajador independiente, ¿emites recibos por honorarios u otro comprobante de pago?","En tu trabajo actual, ¿tu función principal es desarrollo web?","¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?","Si comparas tu sueldo bruto actual respecto de tu sueldo de hace doce meses atrás, dirías que:","¿Qué sistema operativo usas principalmente para desarrollo web?",Other,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory",.NET,Go,Java,"node.js / io.js",PHP,Python,Ruby,"Play Framework (Java)","CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)","Bottle (Python)","Django (Python)","Flask (Python)","webpy (Python)","Cuba (Ruby)","Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,D3.js,dojo,ember.js,jQuery,"jQuery UI",React,Zepto.js,Other,CoffeeScript,Jade,LESS,PostCSS,SASS,Stylus,Other,Broccoli,Grunt,Gulp,Other,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,Other,CouchDB,"Apache Cassandra",MongoDB,Redis,Other,"Amazon Web Services","Google Cloud Platform","Microsoft Azure","Una nube privada (implementación a medida)",Other,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",Other,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",Other,"Si desarrollas web/apps móviles ¿Qué frameworks has utilizado para desarrollar web/apps móviles?",Other,"Start Date (UTC)","Submit Date (UTC)","Network ID"
8e5a73b7754781e60b43da59cd2618ac,Lima,"Más de seis años","Graduado de instituto","31 - 40 años",Masculino,"Trabajo como dependiente",Si,Si,1,"De 4501 a 5500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources",,"Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","Menos de 1 año","No conozco","No conozco","Menos de 1 año","Más de 6 años","Menos de 1 año","No conozco",,,"Laravel (PHP)",,"Zend Framework (PHP)",,"Django (Python)",,,,"Ruby on Rails",,AngularJS,,,,,jQuery,"jQuery UI",,,,,Jade,,,SASS,Stylus,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,"Amazon Web Services","Google Cloud Platform",,"Una nube privada (implementación a medida)",,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo",,,,iOS,,,Phonegap,,"2016-04-25 19:43:36","2016-04-25 19:49:30",fef2d733a3
f91ec85c3cbafc7f9413d3a5caec356f,Lima,"Más de seis años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 4501 a 5500","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","Menos de 1 año","Menos de 1 año","1 a 3 años","1 a 3 años","4 a 6 años","4 a 6 años","1 a 3 años","Play Framework (Java)",,"Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)","Bottle (Python)","Django (Python)",,,,"Ruby on Rails","Sinatra (Ruby)",AngularJS,,,,,jQuery,,,,,CoffeeScript,Jade,,,,Stylus,,,Grunt,Gulp,,,"MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,Redis,,"Amazon Web Services","Google Cloud Platform",,"Una nube privada (implementación a medida)",,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,,,"En grupos de amigos o compañeros de trabajo",,,Android,iOS,,,"Ionic Framework",,"2016-04-25 19:30:03","2016-04-25 19:51:43",b7b9248703
ac86d47e06309edf85554b5e9786a325,Ancash,"Menos de un año","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,1,"Menos de 1500 nuevos soles","Es igual",Windows,,"Inspector / Elements / DOM Explorer",,"Editor de estilos / Sources / Resources",,,,,,"Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,,"Laravel (PHP)",,,,"Django (Python)",,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,Jade,,,SASS,,,Broccoli,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,"Apache Cassandra",,,,,"Google Cloud Platform",,,,"En la universidad o instituto",,,"Documentación en la web","Seminarios web",,,,,,Android,,,,"Ionic Framework",,"2016-04-25 19:49:12","2016-04-25 19:54:54",1b3a34413c
c26790865600e5bf66002eb7c77526c3,Lima,"Uno a tres años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 2501 a 3500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources",,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","No conozco","No conozco","No conozco","No conozco","No conozco","No conozco","No conozco",,,,,,,,,,,,,,,,,,jQuery,"jQuery UI",,,,,Jade,,PostCSS,SASS,,,,Grunt,Gulp,,,,,,,,,,,,,,,,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,,"Cursos en línea, en plataformas de pago",,,,,,,,,,"2016-04-25 19:51:56","2016-04-25 19:58:26",fef2d733a3
51fbf9aef9c1b35d851d18744d88582a,Puno,"Más de seis años","Graduado de universidad","31 - 40 años",Masculino,"Trabajo como independiente",,Si,1,"De 3501 a 4500","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","4 a 6 años","Menos de 1 año","4 a 6 años","Menos de 1 año","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)",,,,"Django (Python)",,,,"Ruby on Rails",,AngularJS,,,dojo,,jQuery,"jQuery UI",,,,,,,,,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,"Amazon Web Services",,,,,,,,"Documentación en la web",,,"Cursos en línea, en plataformas de pago",,,,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,,,"2016-04-25 19:59:52","2016-04-25 20:07:34",4d8dd742a9
ba63f63d70f5357facf070ce823417d9,Ancash,"Uno a tres años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,0,"Menos de 1500 nuevos soles","Es igual",Windows,,,,,,,,,,"1 a 3 años","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,,"Laravel (PHP)","Symfony2 (PHP)",,,,,,,,,AngularJS,,,,,jQuery,,,,,,,LESS,,SASS,,,Broccoli,,,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,,,,,"Google Cloud Platform",,,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,"En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-25 20:11:55","2016-04-25 20:19:29",f8dee57a7f
b8d9bfb0f7d8dcb93a335386c6ca9042,Lima,"Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,No,1,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",,,"Depurador de JavaScript / Debugger",,,,,"Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)",,,,"Django (Python)",,,,,,AngularJS,backbone.js,,dojo,ember.js,,,React,,,,,LESS,,SASS,Stylus,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,,,MongoDB,,,"Amazon Web Services","Google Cloud Platform",,,,,"Cursos de educación continua (fuera de los planes de estudio superiores)",,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,,,,Phonegap,,"2016-04-25 20:11:52","2016-04-25 20:20:47",dd8b1a4498
d80c074ce60a6056b61b6b1b7f5f2fb1,Loreto,"Menos de un año","Graduado de instituto","17 - 23 años",Masculino,"Trabajo como independiente",No,Si,1,"Menos de 1500 nuevos soles","Es igual",Windows,,"Inspector / Elements / DOM Explorer",,,,,,,,"No conozco","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Play Framework (Java)",,,,,,,,,,,,,,,,,jQuery,,,,,CoffeeScript,,,,,,,Broccoli,,,,,"MySQL (y derivados)",,,,,"Apache Cassandra",,,,,"Google Cloud Platform",,,,,,,"Documentación en la web",,,,,,,Android,,,,Cordova,,"2016-04-25 20:10:56","2016-04-25 20:25:46",e81a0883c9
bf77ffc61d0a1cde1b6b9496ce5aeb9e,Lima,"Uno a tres años","Estudiante en instituto","24 - 30 años",Masculino,"Trabajo como dependiente",No,No,1,"Menos de 1500 nuevos soles","Es igual",Windows,,,Consola,"Editor de estilos / Sources / Resources",,"Rendimiento / Timeline / Performance",,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"1 a 3 años","No conozco","1 a 3 años","No conozco","No conozco","No conozco","No conozco",,,,,,,,,,,,,,,,,,jQuery,,,,,CoffeeScript,,,,,,,,,Gulp,,"Microsoft SQL Server",,,,,CouchDB,"Apache Cassandra",MongoDB,Redis,,,,,"Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)",,,,,"Cursos en línea, en plataformas de pago",,,,,,"Webapps móviles (web móvil o app para Android/iOS)",,,studio,"2016-04-25 20:58:46","2016-04-25 21:07:01",af2134b08b
700a88414bf85f8d0eee4f3aa1559d14,Arequipa,"Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 2501 a 3500","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,,,"Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","4 a 6 años","Menos de 1 año","Menos de 1 año","Play Framework (Java)","CodeIgniter (PHP)","Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,LESS,,SASS,,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,"Apache Cassandra",MongoDB,,,"Amazon Web Services",,,"Una nube privada (implementación a medida)",,,,,"Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,,,,"Ionic Framework",,"2016-04-25 21:20:57","2016-04-25 21:34:35",9efa342863
e26a8e63c82361e04d6c215d86f683f2,Arequipa,"Menos de un año","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como independiente",No,No,0,"Menos de 1500 nuevos soles","Ha disminuido",Windows,,,,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,,"Inspector de memoria / Profiles / Memory","Menos de 1 año","No conozco","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","Play Framework (Java)",,,,,,,"Flask (Python)","webpy (Python)","Cuba (Ruby)",,,AngularJS,,,,,jQuery,"jQuery UI",,,,,Jade,,PostCSS,,Stylus,,Broccoli,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,,"Apache Cassandra",MongoDB,,,,"Google Cloud Platform","Microsoft Azure","Una nube privada (implementación a medida)",,"En la universidad o instituto",,,"Documentación en la web","Seminarios web",,,"En grupos de amigos o compañeros de trabajo",,,Android,,,,"Ionic Framework",,"2016-04-25 21:27:34","2016-04-25 21:34:47",f795169102
277ab5e86d6e87761485c75f9e710ba1,Cajamarca,"Uno a tres años","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,1,"Menos de 1500 nuevos soles","Ha disminuido",Windows,,,,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"1 a 3 años","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,,"Laravel (PHP)",,,,,,,,,,,,,,,jQuery,,,,,CoffeeScript,,,,,,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,MongoDB,,,,,,"Una nube privada (implementación a medida)",,"En la universidad o instituto",,,,,,"Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo",,,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,Cordova,,"2016-04-25 21:34:08","2016-04-25 21:39:25",eebfdcaa23
798d8c89e3e33f096174b1b64b121331,Lima,"Cuatro a seis años",Escolar,"17 - 23 años",Masculino,"Trabajo como independiente",No,No,1,"De 5501 a más","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",,,"Depurador de JavaScript / Debugger",,"Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"1 a 3 años","Menos de 1 año","4 a 6 años","1 a 3 años","Más de 6 años","4 a 6 años","1 a 3 años","Play Framework (Java)",,"Laravel (PHP)","Symfony2 (PHP)",,,"Django (Python)","Flask (Python)","webpy (Python)",,"Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,,,,jQuery,"jQuery UI",,,,CoffeeScript,,LESS,PostCSS,SASS,,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,MongoDB,,,"Amazon Web Services","Google Cloud Platform","Microsoft Azure",,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,,"Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo",,,Android,,,,Cordova,,"2016-04-25 21:43:50","2016-04-25 21:47:59",9321f9429f
586869f4b9bdac46e3dac0f389d51086,Cusco,"Más de seis años",Doctorado,"50 a más",Masculino,"Trabajo como independiente",No,Si,1,"De 5501 a más","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,"Django (Python)",,,,"Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,,,,jQuery,,React,,,CoffeeScript,Jade,LESS,PostCSS,SASS,Stylus,,Broccoli,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,CouchDB,"Apache Cassandra",MongoDB,Redis,,"Amazon Web Services","Google Cloud Platform","Microsoft Azure","Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",,"React Native",,"2016-04-25 21:47:09","2016-04-25 22:22:53",4b32da6252
c6feda7c189a558d7560b182e19d8704,"San Martín","Cuatro a seis años",Escolar,"17 - 23 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"Menos de 1500 nuevos soles","Es igual",Linux,,"Inspector / Elements / DOM Explorer",Consola,,,"Rendimiento / Timeline / Performance",,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","No conozco","No conozco","1 a 3 años","Menos de 1 año","No conozco",,,,,,,,,,,,,,,,,,jQuery,"jQuery UI",,,,CoffeeScript,,LESS,,,,,,,,,,"MySQL (y derivados)",,,,,,,,,,,,,,,,,"Documentación en la web",,,,,,,,,,,,,"2016-04-25 22:44:04","2016-04-25 22:48:50",152e6ffe68
4a885b0753470eaef394b6949adc14aa,Cusco,"Cuatro a seis años","Estudiante en instituto","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",No,Si,1,"De 1501 a 2500","Ha aumentado",Linux,,,,,"Depurador de JavaScript / Debugger",,,,,"1 a 3 años","No conozco","4 a 6 años","1 a 3 años","4 a 6 años","Menos de 1 año","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,"Django (Python)",,,,"Ruby on Rails",,AngularJS,backbone.js,,,,jQuery,"jQuery UI",,,,CoffeeScript,Jade,,,,Stylus,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,MongoDB,,,,,,"Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)",,"Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo",,,Android,,,,"React Native",,"2016-04-25 22:56:26","2016-04-25 23:04:42",f42cbe3cb6
70414f936bd8b9087ec61896c64be14e,Lima,"Uno a tres años",Maestría,"24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,0,"De 3501 a 4500","Ha aumentado",Windows,,,,,"Depurador de JavaScript / Debugger",,,,,"4 a 6 años","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","No conozco","No conozco",,"CodeIgniter (PHP)",,,,,,,,,,,AngularJS,backbone.js,,,,jQuery,"jQuery UI",,,,,,,,,Stylus,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,,,MongoDB,,,,,,"Una nube privada (implementación a medida)",,"En la universidad o instituto",,,,,,,,,,,,"Webapps móviles (web móvil o app para Android/iOS)",ninguno,,ninguno,"2016-04-25 23:13:50","2016-04-25 23:21:13",e82fae425e
d32167e9be89e5c50c629d94a3ed5f72,Lima,"Uno a tres años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como dependiente",Si,No,1,"De 2501 a 3500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,"Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"1 a 3 años","No conozco","No conozco","No conozco","No conozco","No conozco","No conozco",,,"Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,,,,,www,,,,sss,"Microsoft SQL Server",,"Oracle Database",,,,,,,sss,,,"Microsoft Azure",,,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)",,,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,,,,ss,,,"2016-04-26 01:20:54","2016-04-26 02:04:53",17958624fd
d354652c2e9d2d5c9e44efffcc932f02,Puno,"Uno a tres años","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,1,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",,"Editor de estilos / Sources / Resources",,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año","Play Framework (Java)",,"Laravel (PHP)",,"Zend Framework (PHP)",,,,,,,,,,,,,jQuery,"jQuery UI",,,,CoffeeScript,,,,,Stylus,,Broccoli,,,,,"MySQL (y derivados)",,,,,"Apache Cassandra",,,,,,"Microsoft Azure",,,,,,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,,,,"Ionic Framework",,"2016-04-26 02:16:13","2016-04-26 02:21:23",26f40958bb
d5ebcfac0609beb7be7e4077d76f0f97,Puno,"Más de seis años","Graduado de universidad","17 - 23 años",Masculino,"Trabajo como independiente",Si,Si,1,"De 5501 a más","Ha aumentado",Linux,,,Consola,,,,,,,"No conozco","No conozco","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años","Más de 6 años",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)","Bottle (Python)","Django (Python)","Flask (Python)","webpy (Python)","Cuba (Ruby)","Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,,dojo,ember.js,jQuery,"jQuery UI",,,,CoffeeScript,Jade,,PostCSS,,,,,Grunt,,,,"MySQL (y derivados)",,,,,,,Redis,,,"Google Cloud Platform",,"Una nube privada (implementación a medida)",,,"Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web",,,"Cursos en línea, en plataformas de pago",,,,Android,,,,Cordova,,"2016-04-26 02:27:29","2016-04-26 02:31:23",4f1f888745
809347769dce106691f035b4ec8dd4ad,Lima,"Menos de un año","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como dependiente",Si,No,0,"Menos de 1500 nuevos soles","Es igual",Windows,,,,"Editor de estilos / Sources / Resources",,,,,,"No conozco","No conozco","No conozco","No conozco","No conozco","No conozco","No conozco",,,"Laravel (PHP)",,,,,,,,,,,,,,,jQuery,,,,,,,,,,,ok,,,,ok,"Microsoft SQL Server",,,,,,,,,ok,,,,,,"En la universidad o instituto",,,,,,,,,,,,,ok,,,"2016-04-26 02:50:31","2016-04-26 02:55:42",0280c95a1d
01af43a491a66c06dfebe523b51c0f7b,Lambayeque,"Más de seis años","Graduado de universidad","17 - 23 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 5501 a más","Ha aumentado",Mac,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","1 a 3 años","No conozco","4 a 6 años","4 a 6 años","Más de 6 años","4 a 6 años","1 a 3 años","Play Framework (Java)","CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)",,,"Django (Python)",,"webpy (Python)",,"Ruby on Rails",,AngularJS,backbone.js,,,,jQuery,"jQuery UI",React,,,CoffeeScript,Jade,LESS,,SASS,Stylus,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,CouchDB,"Apache Cassandra",MongoDB,Redis,RethinkDB,"Amazon Web Services","Google Cloud Platform","Microsoft Azure","Una nube privada (implementación a medida)",,,,,"Documentación en la web",,,"Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",,"React Native",,"2016-04-26 03:03:28","2016-04-26 03:08:14",67aa5bdacd
